Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2011,Counts,17141,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,Counts,434,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2011,Counts,7604,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2012,Counts,16292,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,Counts,316,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2012,Counts,6989,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2013,Counts,16962,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2013,Counts,386,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2013,Counts,7655,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption,Total,Total,2013,Counts,273,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2013,Counts,67,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2013,Counts,206,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2013,Counts,45,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud,Total,Total,2013,Counts,665,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2013,Counts,100,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Money laundering,Total,Total,2013,Counts,4,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2014,Counts,15607,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,Counts,223,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2014,Counts,7336,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption,Total,Total,2014,Counts,273,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2014,Counts,56,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2014,Counts,217,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud,Total,Total,2014,Counts,654,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2014,Counts,128,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Money laundering,Total,Total,2014,Counts,10,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2014,Counts,71,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2014,Counts,128,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2014,Counts,22,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2014,Counts,0,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2014,Counts,0,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2014,Counts,563,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2015,Counts,12295,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,Counts,280,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2015,Counts,5681,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption,Total,Total,2015,Counts,247,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2015,Counts,188,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud,Total,Total,2015,Counts,560,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2015,Counts,117,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Money laundering,Total,Total,2015,Counts,7,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2015,Counts,61,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2015,Counts,56,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2015,Counts,117,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2015,Counts,13,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2015,Counts,0,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2015,Counts,0,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2015,Counts,549,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption,Total,Total,2016,Counts,260,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,217,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2016,Counts,5954,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2016,Counts,12593,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,295,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud,Total,Total,2016,Counts,538,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2016,Counts,181,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,4,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,48,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,Counts,23,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2016,Counts,181,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2016,Counts,16,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2016,Counts,0,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2016,Counts,0,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2016,Counts,491,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,44,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2017,Counts,30,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2017,Counts,154,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2017,Counts,14,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2017,Counts,1,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2017,Counts,0,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2017,Counts,447,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2017,Counts,5172,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2017,Counts,5569,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,233,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud,Total,Total,2017,Counts,535,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,5,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Money laundering,Total,Total,2018,Counts,3,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,39,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2018,Counts,21,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2018,Counts,4599,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2018,Counts,5809,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,214,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud,Total,Total,2018,Counts,628,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2019,Counts,20,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2019,Counts,24,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2019,Counts,4164,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2019,Counts,4831,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,Counts,146,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud,Total,Total,2019,Counts,658,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Money laundering,Total,Total,2019,Counts,6,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2020,Counts,40,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2020,Counts,28,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2020,Counts,3839,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft,Total,Total,2020,Counts,4224,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,Counts,116,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Fraud,Total,Total,2020,Counts,468,CTS
KOS,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Money laundering,Total,Total,2020,Counts,4,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2004,Counts,7230,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2004,Counts,6,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2005,Counts,9790,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2005,Counts,7,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2006,Counts,9361,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2006,Counts,4,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2007,Counts,9792,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2007,Counts,10,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2008,Counts,9399,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,Counts,6,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2009,Counts,8129,CTS
KWT,Kuwait,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,Counts,45,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2008,Counts,25163,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,Counts,7528,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2009,Counts,27578,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,Counts,9268,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2010,Counts,28715,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,Counts,9421,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2011,Counts,32775,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,Counts,10479,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2012,Counts,34426,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,Counts,13008,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2013,Counts,32550,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2013,Counts,13152,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2014,Counts,28411,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,Counts,10059,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2014,Counts,1,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2014,Counts,92,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2014,Counts,15,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2014,Counts,162,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Theft,Total,Total,2015,Counts,25030,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Fraud,Total,Total,2015,Counts,193,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2015,Counts,101,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Money laundering,Total,Total,2015,Counts,37,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2015,Counts,10,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2015,Counts,199,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2015,Counts,57,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2015,Counts,167,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption,Total,Total,2016,Counts,41,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,7,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,267,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2016,Counts,41,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2016,Counts,148,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,7,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,214,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2017,Counts,44,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2017,Counts,287,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2017,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,0,CTS
